mission_id,mission_type,latitude,longitude,urgency_level,urgency_score,threat_level,civilian_density,required_sensor,estimated_duration,created_time
M8716,Reconnaissance,40.2677,33.0532,High,6.53,1.42,6.15,Thermal,135,2025-12-17 12:18:22.683580
M8717,Disaster Assessment,36.44,30.2909,High,7.28,8.67,8.72,Multi-Spectral,98,2025-12-17 04:18:22.683674
M8718,Reconnaissance,40.2256,27.9042,Medium,4.78,9.54,7.59,HD Camera,177,2025-12-17 09:18:22.683767
M8719,Disaster Assessment,40.2986,37.8571,Low,3.41,6.95,9.32,HD Camera,112,2025-12-17 14:18:22.683861
M8720,Reconnaissance,39.183,31.1076,Low,2.88,7.2,2.88,Night Vision,111,2025-12-17 17:18:22.683962
M8721,Reconnaissance,37.7172,28.0843,Low,2.52,9.31,4.02,Multi-Spectral,179,2025-12-17 03:18:22.684062
M8722,Search and Rescue,37.7158,29.0263,High,7.14,8.63,6.69,Night Vision,85,2025-12-16 21:18:22.684156
M8723,Surveillance,40.5303,29.6008,Medium,4.93,8.74,0.03,HD Camera,39,2025-12-17 17:18:22.684251
M8724,Reconnaissance,40.4142,37.3028,Low,2.7,7.03,8.34,HD Camera,119,2025-12-17 16:18:22.684345
M8725,Border Patrol,36.0648,38.2868,Low,3.29,6.75,2.73,Night Vision,99,2025-12-17 12:18:22.684446
M8726,Surveillance,40.5466,43.0699,Critical,9.66,4.62,3.2,Night Vision,51,2025-12-17 08:18:22.684575
M8727,Border Patrol,37.8862,27.3441,Medium,4.84,8.49,2.48,Night Vision,79,2025-12-17 14:18:22.684673
M8728,Search and Rescue,38.7289,27.9835,Medium,5.07,4.58,2.0,Thermal,81,2025-12-17 17:18:22.684768
M8729,Surveillance,39.8561,36.8892,Medium,5.0,4.54,1.49,Night Vision,177,2025-12-17 00:18:22.684863
M8730,Disaster Assessment,40.5052,32.7291,High,6.6,6.8,2.23,Thermal,156,2025-12-17 18:18:22.684957
M8731,Search and Rescue,37.0762,43.9039,High,7.25,2.41,0.35,HD Camera,110,2025-12-16 19:18:22.685059
M8732,Surveillance,37.0717,28.1855,High,7.1,1.93,7.2,Thermal,51,2025-12-17 18:18:22.685153
M8733,Disaster Assessment,38.8783,35.281,High,7.5,4.28,2.65,Night Vision,47,2025-12-17 10:18:22.685246
M8734,Reconnaissance,36.5182,36.4668,High,7.22,5.27,8.84,Thermal,138,2025-12-17 17:18:22.685340
M8735,Disaster Assessment,37.8991,43.8636,High,6.86,5.72,2.75,Thermal,119,2025-12-16 23:18:22.685434
M8736,Search and Rescue,41.2967,35.6311,Critical,9.84,8.01,1.12,Night Vision,97,2025-12-17 18:18:22.685538
M8737,Border Patrol,41.1298,38.8604,High,7.27,9.72,8.45,Multi-Spectral,162,2025-12-17 13:18:22.685631
M8738,Disaster Assessment,41.6278,36.5552,High,7.43,5.15,9.83,Multi-Spectral,136,2025-12-17 17:18:22.685724
M8739,Search and Rescue,40.8819,43.2004,Critical,10.32,6.54,9.27,Multi-Spectral,42,2025-12-17 03:18:22.685819
M8740,Reconnaissance,39.397,30.1966,High,6.89,2.52,5.58,Night Vision,151,2025-12-17 05:18:22.685912
M8741,Reconnaissance,39.8288,34.9789,Medium,5.04,1.89,3.5,Multi-Spectral,176,2025-12-17 06:18:22.686013
M8742,Reconnaissance,41.2353,41.9508,Critical,9.79,3.97,6.64,Thermal,125,2025-12-17 03:18:22.686108
M8743,Border Patrol,36.2993,40.5186,Medium,4.71,6.71,6.47,Night Vision,36,2025-12-16 19:18:22.686209
M8744,Surveillance,38.8433,29.7977,Low,2.7,5.26,6.75,HD Camera,80,2025-12-17 09:18:22.686310
M8745,Disaster Assessment,38.4441,38.7273,Medium,5.29,4.31,4.75,Multi-Spectral,63,2025-12-17 07:18:22.686404
M8746,Disaster Assessment,37.5547,42.5311,High,7.0,7.9,0.44,Thermal,31,2025-12-17 14:18:22.686514
M8747,Surveillance,41.4975,29.0208,Low,2.8,6.94,2.04,Multi-Spectral,157,2025-12-17 11:18:22.686626
M8748,Surveillance,38.9481,43.1325,High,6.96,8.17,0.59,Night Vision,137,2025-12-17 15:18:22.686721
M8749,Disaster Assessment,37.1034,29.1837,Medium,4.8,8.73,7.63,Thermal,162,2025-12-17 18:18:22.686815
M8750,Search and Rescue,37.3165,37.9751,High,6.83,1.15,8.94,Thermal,84,2025-12-17 05:18:22.686908
M8751,Surveillance,36.1686,43.0519,Medium,4.77,9.17,5.12,Multi-Spectral,38,2025-12-17 11:18:22.687009
M8752,Disaster Assessment,37.9067,42.5591,Medium,4.67,7.09,4.22,HD Camera,140,2025-12-17 02:18:22.687104
M8753,Surveillance,41.8127,30.6379,Critical,10.49,4.77,0.72,HD Camera,40,2025-12-17 03:18:22.687198
M8754,Reconnaissance,37.0107,34.4272,Low,2.69,8.36,5.23,Thermal,115,2025-12-17 02:18:22.687291
M8755,Search and Rescue,41.0733,35.0619,Critical,10.14,8.67,3.27,Thermal,148,2025-12-17 04:18:22.687385
M8756,Border Patrol,36.347,37.0393,Low,2.52,1.74,1.0,Thermal,39,2025-12-17 10:18:22.687480
M8757,Border Patrol,41.0283,36.692,High,6.53,8.84,5.38,Thermal,60,2025-12-17 00:18:22.687589
M8758,Search and Rescue,37.7004,36.4863,Medium,5.32,5.96,8.38,Thermal,74,2025-12-17 11:18:22.687684
M8759,Search and Rescue,40.7439,34.9699,Medium,5.21,1.34,9.67,Multi-Spectral,50,2025-12-17 04:18:22.687778
M8760,Disaster Assessment,36.8818,38.1293,Low,3.14,1.83,7.07,Multi-Spectral,101,2025-12-16 19:18:22.687878
M8761,Search and Rescue,39.6622,37.277,Low,2.89,7.32,8.33,Multi-Spectral,171,2025-12-17 14:18:22.687979
M8762,Reconnaissance,38.1572,30.0833,High,7.27,9.16,8.14,Thermal,121,2025-12-17 14:18:22.688073
M8763,Border Patrol,39.9641,30.3087,Low,3.28,6.21,9.61,HD Camera,127,2025-12-17 17:18:22.688168
M8764,Border Patrol,39.4278,37.9775,Low,2.86,5.07,4.19,HD Camera,176,2025-12-16 21:18:22.688261
M8765,Border Patrol,36.0908,32.8366,High,6.76,5.05,2.69,HD Camera,43,2025-12-17 15:18:22.688355
M8766,Reconnaissance,41.9307,27.0819,Medium,5.34,1.76,7.74,HD Camera,100,2025-12-17 18:18:22.688449
M8767,Search and Rescue,41.5673,30.1205,Medium,5.11,7.77,8.9,Thermal,74,2025-12-17 09:18:22.688577
M8768,Disaster Assessment,36.6382,30.9052,Low,3.37,5.36,1.69,Night Vision,131,2025-12-17 09:18:22.688680
M8769,Surveillance,38.173,29.8246,High,6.55,3.47,8.2,Thermal,162,2025-12-16 23:18:22.688775
M8770,Border Patrol,40.3413,32.9504,Medium,4.71,7.6,8.12,Thermal,156,2025-12-17 01:18:22.688870
M8771,Surveillance,40.6795,36.1391,High,7.06,9.48,9.58,Multi-Spectral,132,2025-12-17 10:18:22.688970
M8772,Surveillance,39.3804,30.2193,Low,2.55,7.5,4.4,HD Camera,125,2025-12-17 02:18:22.689063
M8773,Border Patrol,40.7521,37.5512,High,7.49,5.72,5.21,Multi-Spectral,78,2025-12-16 21:18:22.689158
M8774,Reconnaissance,36.5278,33.2691,High,6.67,5.53,5.26,HD Camera,143,2025-12-17 06:18:22.689252
M8775,Disaster Assessment,40.3851,35.922,High,6.94,6.83,5.01,HD Camera,136,2025-12-17 16:18:22.689346
M8776,Reconnaissance,39.5897,32.0456,Medium,4.71,3.62,9.8,Multi-Spectral,170,2025-12-16 20:18:22.689440
M8777,Surveillance,40.6891,37.7545,Low,2.92,2.11,2.51,Night Vision,122,2025-12-17 04:18:22.689652
M8778,Search and Rescue,38.7333,31.6689,Medium,4.56,9.9,9.4,Multi-Spectral,126,2025-12-16 23:18:22.689875
M8779,Reconnaissance,36.6613,30.7552,Critical,10.24,7.93,0.28,Multi-Spectral,163,2025-12-17 09:18:22.689998
M8780,Reconnaissance,37.2158,39.2446,Medium,5.0,8.38,2.16,Night Vision,107,2025-12-17 17:18:22.690115
M8781,Disaster Assessment,38.6433,38.8704,High,7.34,8.06,5.85,HD Camera,98,2025-12-17 03:18:22.690222
M8782,Disaster Assessment,37.0648,40.8399,Low,3.43,2.51,10.0,Multi-Spectral,102,2025-12-17 14:18:22.690317
M8783,Disaster Assessment,40.3547,28.1106,High,6.6,1.49,1.2,HD Camera,67,2025-12-17 18:18:22.690412
M8784,Disaster Assessment,39.7726,40.9307,Low,2.88,8.59,7.22,Night Vision,45,2025-12-16 19:18:22.690521
M8785,Reconnaissance,40.6311,42.3811,High,7.24,3.64,1.03,HD Camera,90,2025-12-17 12:18:22.690615
M8786,Surveillance,38.2752,42.5037,High,7.17,7.03,1.34,Night Vision,96,2025-12-17 02:18:22.690709
M8787,Search and Rescue,36.64,36.0463,Medium,4.81,9.7,3.04,Thermal,102,2025-12-17 08:18:22.690803
M8788,Surveillance,37.6207,36.1316,Critical,9.69,8.56,7.83,Thermal,120,2025-12-16 19:18:22.690896
M8789,Border Patrol,36.4682,27.9575,Critical,9.59,1.86,0.86,Night Vision,50,2025-12-17 16:18:22.690991
M8790,Disaster Assessment,37.5951,30.4728,Low,2.55,2.4,5.68,Night Vision,160,2025-12-17 07:18:22.691085
M8791,Search and Rescue,37.7515,33.9191,High,7.32,6.05,2.17,Multi-Spectral,106,2025-12-17 13:18:22.691190
M8792,Reconnaissance,40.9376,35.7284,Low,2.88,9.78,9.22,HD Camera,145,2025-12-17 00:18:22.691304
M8793,Border Patrol,37.7658,41.2065,Medium,5.36,5.58,5.62,Multi-Spectral,99,2025-12-17 11:18:22.691410
M8794,Reconnaissance,40.8987,40.2229,Medium,5.1,2.4,4.06,Multi-Spectral,167,2025-12-17 06:18:22.691520
M8795,Surveillance,36.9165,38.7186,Critical,10.11,2.51,9.04,Thermal,174,2025-12-16 21:18:22.691616
M8796,Border Patrol,36.1329,29.3197,Low,2.67,1.57,6.31,Thermal,127,2025-12-17 00:18:22.691712
M8797,Search and Rescue,37.1553,43.8769,Low,3.05,4.48,0.92,Night Vision,153,2025-12-17 10:18:22.691806
M8798,Reconnaissance,39.2851,30.3557,Low,3.21,6.02,3.52,Multi-Spectral,155,2025-12-17 03:18:22.691899
M8799,Surveillance,41.5635,32.5311,Medium,4.82,7.51,4.44,Thermal,128,2025-12-17 17:18:22.691993
M8800,Disaster Assessment,40.7488,34.0172,Medium,5.44,9.02,0.36,Thermal,123,2025-12-17 06:18:22.692086
M8801,Border Patrol,41.3755,27.9536,Low,2.54,6.81,2.36,HD Camera,100,2025-12-17 08:18:22.692187
M8802,Surveillance,41.3505,35.0863,Medium,4.51,6.33,8.18,Night Vision,127,2025-12-17 18:18:22.692282
M8803,Search and Rescue,40.8112,35.5863,High,6.96,2.31,7.48,Thermal,153,2025-12-17 12:18:22.692377
M8804,Surveillance,40.1871,43.1062,Medium,4.97,1.74,8.09,Thermal,167,2025-12-17 12:18:22.692479
M8805,Border Patrol,36.4502,28.5188,Critical,9.71,2.68,0.58,HD Camera,170,2025-12-16 19:18:22.692589
M8806,Disaster Assessment,38.5509,34.2312,High,6.76,6.47,0.59,Multi-Spectral,144,2025-12-17 12:18:22.692684
M8807,Reconnaissance,36.2437,33.1376,Critical,9.55,1.39,3.78,Night Vision,115,2025-12-17 07:18:22.692779
M8808,Disaster Assessment,39.8747,38.0033,Low,3.29,4.02,9.58,Night Vision,141,2025-12-17 11:18:22.692874
M8809,Surveillance,40.098,31.2367,Low,2.96,8.26,7.09,Thermal,145,2025-12-17 05:18:22.692970
M8810,Border Patrol,36.2522,30.7899,Medium,4.98,3.6,9.58,Night Vision,109,2025-12-17 14:18:22.693071
M8811,Search and Rescue,37.2617,42.2523,Low,3.49,9.77,8.91,Night Vision,127,2025-12-17 07:18:22.693175
M8812,Reconnaissance,37.7709,42.6426,High,7.33,1.03,5.13,Night Vision,167,2025-12-16 19:18:22.693290
M8813,Border Patrol,40.3666,31.6816,Critical,9.76,1.29,8.28,Thermal,178,2025-12-17 10:18:22.693390
M8814,Disaster Assessment,38.0546,39.302,Medium,4.98,4.37,3.33,HD Camera,142,2025-12-17 02:18:22.693492
M8815,Border Patrol,37.3998,30.991,Critical,9.8,9.51,9.0,Thermal,87,2025-12-17 17:18:22.693604
M8816,Disaster Assessment,41.7321,39.353,Critical,9.83,3.22,2.04,Night Vision,71,2025-12-17 11:18:22.693701
M8817,Border Patrol,40.7917,30.2886,High,7.41,5.04,5.33,Night Vision,49,2025-12-17 16:18:22.693797
M8818,Search and Rescue,41.1788,36.435,Low,3.14,9.93,5.17,HD Camera,157,2025-12-17 04:18:22.693893
M8819,Reconnaissance,36.6713,38.9712,Low,2.74,9.11,2.0,Multi-Spectral,161,2025-12-17 00:18:22.693989
M8820,Reconnaissance,40.7251,33.1212,High,6.76,7.64,9.65,Thermal,100,2025-12-17 18:18:22.694084
M8821,Border Patrol,41.2058,32.173,High,7.29,6.09,8.76,Night Vision,176,2025-12-17 04:18:22.694185
M8822,Search and Rescue,39.1927,29.53,Medium,5.3,8.36,8.97,Multi-Spectral,154,2025-12-16 22:18:22.694282
M8823,Border Patrol,38.3029,31.8447,Critical,10.29,3.78,5.01,Multi-Spectral,40,2025-12-17 04:18:22.694377
M8824,Reconnaissance,38.0656,42.2116,Critical,10.3,9.23,7.17,Thermal,84,2025-12-17 11:18:22.694473
M8825,Border Patrol,39.6422,41.9143,High,7.39,7.14,5.74,Night Vision,56,2025-12-16 20:18:22.694585
M8826,Border Patrol,36.9598,34.8117,Medium,4.98,7.59,2.09,Night Vision,95,2025-12-17 13:18:22.694681
M8827,Disaster Assessment,40.7643,38.1292,Medium,5.42,7.02,3.46,Night Vision,39,2025-12-17 07:18:22.694777
M8828,Reconnaissance,36.8106,32.4456,High,6.91,2.24,3.32,HD Camera,154,2025-12-16 23:18:22.694878
M8829,Border Patrol,38.7286,35.3331,Medium,5.05,7.03,6.7,Night Vision,115,2025-12-17 09:18:22.694975
M8830,Disaster Assessment,36.4557,27.9476,Low,2.8,8.95,5.05,Multi-Spectral,56,2025-12-17 09:18:22.695069
M8831,Reconnaissance,40.8864,27.369,High,6.65,1.96,0.37,Multi-Spectral,130,2025-12-17 11:18:22.695171
M8832,Search and Rescue,36.6248,31.5201,Critical,9.86,6.55,1.68,Multi-Spectral,92,2025-12-17 00:18:22.695278
M8833,Search and Rescue,41.3769,34.218,Low,2.63,5.59,7.58,Night Vision,171,2025-12-17 00:18:22.695380
M8834,Disaster Assessment,41.4744,36.2215,High,6.88,7.64,3.13,HD Camera,44,2025-12-17 11:18:22.695476
M8835,Border Patrol,39.9552,40.898,Medium,4.92,4.48,9.49,HD Camera,151,2025-12-17 03:18:22.695585
M8836,Reconnaissance,36.4291,41.9977,Critical,9.83,9.75,4.21,Multi-Spectral,39,2025-12-17 12:18:22.695680
M8837,Search and Rescue,37.7601,41.2275,Medium,5.33,2.24,7.14,Thermal,179,2025-12-16 23:18:22.695774
M8838,Disaster Assessment,41.8894,33.528,High,7.43,6.5,8.92,Thermal,54,2025-12-17 11:18:22.695875
M8839,Disaster Assessment,39.2111,31.1004,High,7.43,2.63,1.71,Night Vision,61,2025-12-17 18:18:22.695972
M8840,Reconnaissance,38.0526,29.3988,Medium,5.35,4.46,1.9,Night Vision,66,2025-12-17 11:18:22.696066
M8841,Border Patrol,39.7931,33.9373,High,6.98,8.22,9.99,HD Camera,56,2025-12-17 08:18:22.696168
M8842,Search and Rescue,38.8426,32.6628,High,6.96,9.51,2.86,HD Camera,165,2025-12-17 13:18:22.696264
M8843,Disaster Assessment,41.8853,27.4722,High,7.07,7.65,4.28,Night Vision,176,2025-12-17 09:18:22.696358
M8844,Surveillance,40.5216,34.7283,High,6.59,4.19,8.09,Thermal,104,2025-12-17 07:18:22.696454
M8845,Surveillance,39.3699,37.4529,Medium,5.12,6.16,2.19,Multi-Spectral,133,2025-12-17 07:18:22.696571
M8846,Search and Rescue,38.3862,33.2767,Critical,10.42,6.94,4.73,HD Camera,159,2025-12-17 17:18:22.696666
M8847,Border Patrol,41.7556,42.4448,Critical,10.32,3.91,5.62,HD Camera,147,2025-12-17 02:18:22.696761
M8848,Surveillance,39.6605,27.1073,Low,3.31,1.78,7.08,Multi-Spectral,47,2025-12-17 08:18:22.696857
M8849,Surveillance,37.7128,42.3108,Critical,9.88,5.15,4.23,Night Vision,125,2025-12-16 23:18:22.696952
M8850,Reconnaissance,39.0254,27.4181,Low,3.04,2.66,1.96,HD Camera,156,2025-12-17 10:18:22.697047
M8851,Disaster Assessment,38.5568,37.2997,High,7.22,6.58,2.34,Night Vision,97,2025-12-17 18:18:22.697148
M8852,Surveillance,38.9783,33.1011,Low,2.82,4.75,2.12,Thermal,172,2025-12-16 23:18:22.697243
M8853,Surveillance,37.2004,32.2434,High,6.73,3.32,5.17,Thermal,134,2025-12-17 12:18:22.697360
M8854,Reconnaissance,37.9744,27.7753,Low,2.51,8.73,9.84,Multi-Spectral,61,2025-12-16 21:18:22.697457
M8855,Reconnaissance,37.3704,40.628,Critical,10.5,5.37,2.11,Thermal,54,2025-12-16 23:18:22.697567
M8856,Reconnaissance,38.777,35.1642,Critical,9.8,4.31,9.71,HD Camera,147,2025-12-16 22:18:22.697669
M8857,Reconnaissance,41.5929,40.0823,High,6.52,5.37,1.14,Night Vision,95,2025-12-17 12:18:22.697764
M8858,Border Patrol,41.957,29.1812,High,6.91,5.4,4.33,Thermal,79,2025-12-17 08:18:22.697859
M8859,Reconnaissance,38.0778,40.021,Low,2.81,4.05,7.52,Night Vision,31,2025-12-17 12:18:22.697955
M8860,Border Patrol,38.1238,37.0425,High,7.04,2.99,8.79,Multi-Spectral,68,2025-12-17 18:18:22.698049
M8861,Surveillance,38.3068,31.0599,High,7.47,1.36,4.73,Multi-Spectral,37,2025-12-17 10:18:22.698150
M8862,Search and Rescue,37.4614,35.4601,Low,3.08,4.51,9.22,Night Vision,51,2025-12-17 15:18:22.698255
M8863,Reconnaissance,40.94,33.6027,Medium,4.69,7.64,2.71,Night Vision,80,2025-12-16 20:18:22.698353
M8864,Border Patrol,36.595,35.2796,High,7.46,5.66,3.25,Night Vision,47,2025-12-16 23:18:22.698450
M8865,Search and Rescue,38.4089,27.6236,Medium,4.98,2.34,3.59,Thermal,111,2025-12-17 14:18:22.698562
M8866,Border Patrol,39.2085,39.6246,Low,2.98,9.9,3.99,HD Camera,145,2025-12-17 14:18:22.698657
M8867,Surveillance,36.0259,41.5617,High,7.45,3.52,3.85,Multi-Spectral,109,2025-12-17 12:18:22.698751
M8868,Border Patrol,36.9227,27.9806,High,7.22,8.62,8.1,Multi-Spectral,78,2025-12-17 10:18:22.698847
M8869,Disaster Assessment,38.098,40.5998,High,6.85,5.74,6.14,Multi-Spectral,169,2025-12-16 20:18:22.698942
M8870,Surveillance,39.0932,35.9828,Medium,4.84,1.01,3.56,Night Vision,134,2025-12-17 18:18:22.699037
M8871,Surveillance,40.2252,38.3257,Critical,9.64,7.05,7.81,Thermal,145,2025-12-17 18:18:22.699140
M8872,Reconnaissance,37.1081,36.4145,Low,3.3,2.12,7.9,Multi-Spectral,122,2025-12-17 18:18:22.699235
M8873,Surveillance,36.5957,27.5879,Critical,9.8,3.93,8.66,Multi-Spectral,70,2025-12-17 10:18:22.699347
M8874,Disaster Assessment,41.9596,39.9533,High,6.77,7.49,2.28,Thermal,156,2025-12-17 08:18:22.699444
M8875,Border Patrol,36.404,33.888,Low,3.0,3.1,9.22,Night Vision,114,2025-12-17 08:18:22.699554
M8876,Surveillance,38.2243,43.0325,Low,3.3,1.68,8.83,HD Camera,151,2025-12-17 10:18:22.699650
M8877,Reconnaissance,40.7421,29.5954,Critical,9.51,9.37,4.85,HD Camera,123,2025-12-17 08:18:22.699745
M8878,Reconnaissance,36.7971,38.2392,High,7.01,8.44,0.45,HD Camera,38,2025-12-17 06:18:22.699840
M8879,Disaster Assessment,37.5781,35.1904,Medium,4.92,7.79,6.0,HD Camera,162,2025-12-16 22:18:22.699942
M8880,Reconnaissance,37.7618,35.7505,Medium,5.33,8.64,0.77,Night Vision,36,2025-12-17 03:18:22.700038
M8881,Search and Rescue,37.0987,28.3597,Critical,10.03,7.09,1.83,Night Vision,174,2025-12-17 03:18:22.700139
M8882,Reconnaissance,36.9958,30.8253,Critical,10.31,9.55,7.06,Thermal,83,2025-12-17 11:18:22.700234
M8883,Disaster Assessment,38.8622,43.0709,High,7.23,9.71,7.75,Night Vision,96,2025-12-16 20:18:22.700328
M8884,Reconnaissance,37.2626,40.6359,High,6.89,4.83,3.58,Night Vision,128,2025-12-16 23:18:22.700423
M8885,Search and Rescue,38.8902,42.021,Medium,5.44,4.45,1.59,Thermal,164,2025-12-17 15:18:22.700525
M8886,Surveillance,38.7028,35.4756,High,7.13,1.03,2.56,Thermal,98,2025-12-17 10:18:22.700619
M8887,Reconnaissance,40.8487,34.9648,Medium,5.42,8.1,4.32,Multi-Spectral,150,2025-12-17 16:18:22.700720
M8888,Border Patrol,38.2261,34.0918,Low,2.66,2.44,8.61,Multi-Spectral,90,2025-12-17 08:18:22.700816
M8889,Reconnaissance,38.7497,39.7288,High,7.13,4.25,5.91,HD Camera,31,2025-12-17 06:18:22.700911
M8890,Search and Rescue,41.5663,29.1607,Medium,4.53,5.89,1.75,Thermal,111,2025-12-17 15:18:22.701007
M8891,Search and Rescue,36.4276,31.8311,Critical,10.35,8.26,9.95,Night Vision,89,2025-12-17 12:18:22.701109
M8892,Surveillance,41.9747,41.4539,Medium,4.78,1.91,1.07,Multi-Spectral,59,2025-12-17 16:18:22.701203
M8893,Surveillance,41.9372,33.9482,Low,3.05,6.41,5.59,HD Camera,46,2025-12-16 23:18:22.701312
M8894,Search and Rescue,36.9012,40.2473,Medium,5.32,8.07,2.51,Thermal,88,2025-12-17 12:18:22.701411
M8895,Disaster Assessment,41.9179,42.5248,Critical,9.58,5.15,9.75,Thermal,82,2025-12-17 03:18:22.701525
M8896,Disaster Assessment,39.3243,33.5496,Low,3.07,2.45,0.78,Multi-Spectral,136,2025-12-17 02:18:22.701627
M8897,Border Patrol,38.9248,28.6376,High,7.39,9.07,1.13,HD Camera,66,2025-12-16 21:18:22.701722
M8898,Reconnaissance,38.2311,28.4153,Critical,9.65,2.32,2.26,Multi-Spectral,122,2025-12-17 03:18:22.701817
M8899,Reconnaissance,39.2457,42.1335,High,7.45,6.56,1.5,Thermal,157,2025-12-17 11:18:22.701912
M8900,Surveillance,40.3874,39.76,High,6.76,9.29,9.98,Thermal,68,2025-12-17 06:18:22.702012
M8901,Reconnaissance,37.3357,29.015,Critical,9.94,5.45,8.24,Night Vision,118,2025-12-17 00:18:22.702113
M8902,Disaster Assessment,39.2054,36.4497,Low,3.04,5.72,9.38,HD Camera,33,2025-12-17 13:18:22.702208
M8903,Border Patrol,37.699,38.9535,High,6.66,7.83,7.09,Thermal,116,2025-12-17 07:18:22.702302
M8904,Reconnaissance,38.0596,27.0224,High,7.38,3.08,3.58,Thermal,99,2025-12-17 06:18:22.702397
M8905,Disaster Assessment,40.4176,29.1882,High,6.69,9.75,0.71,Night Vision,36,2025-12-16 22:18:22.702507
M8906,Disaster Assessment,38.4008,38.9289,High,7.16,9.49,7.18,Thermal,169,2025-12-17 11:18:22.702602
M8907,Border Patrol,39.5031,37.7261,Low,2.72,9.19,6.49,Multi-Spectral,50,2025-12-17 04:18:22.702697
M8908,Surveillance,36.6152,39.54,Low,2.79,1.68,8.95,HD Camera,110,2025-12-17 12:18:22.702792
M8909,Reconnaissance,41.3879,43.1204,Medium,5.39,2.89,0.7,Thermal,109,2025-12-17 07:18:22.702887
M8910,Search and Rescue,39.8426,41.9573,Medium,5.03,7.34,9.55,Thermal,75,2025-12-17 00:18:22.702987
M8911,Search and Rescue,39.0635,41.372,High,6.9,6.02,8.12,Multi-Spectral,176,2025-12-17 06:18:22.703087
M8912,Search and Rescue,40.5536,37.7169,Medium,4.87,3.32,6.04,Multi-Spectral,98,2025-12-17 15:18:22.703183
M8913,Search and Rescue,40.8631,30.1243,Low,3.43,6.65,4.97,HD Camera,51,2025-12-16 22:18:22.703283
M8914,Border Patrol,40.7285,42.1082,Medium,5.46,4.4,3.4,Night Vision,72,2025-12-17 12:18:22.703397
M8915,Search and Rescue,39.2708,28.871,Medium,5.09,2.06,3.47,Multi-Spectral,127,2025-12-17 08:18:22.703505
M8916,Surveillance,41.2593,30.8445,High,6.88,6.82,4.11,HD Camera,89,2025-12-17 01:18:22.703601
M8917,Reconnaissance,36.3308,41.836,High,6.57,5.18,3.02,Thermal,163,2025-12-16 22:18:22.703695
M8918,Disaster Assessment,41.8323,36.7057,Low,3.02,1.44,8.04,Multi-Spectral,155,2025-12-17 01:18:22.703789
M8919,Disaster Assessment,36.5798,29.5149,High,7.49,7.61,5.99,Night Vision,45,2025-12-16 21:18:22.703883
M8920,Search and Rescue,38.0169,35.09,High,7.27,4.75,8.21,HD Camera,97,2025-12-16 19:18:22.703985
M8921,Disaster Assessment,40.8704,37.2894,High,6.88,5.88,6.95,HD Camera,145,2025-12-17 11:18:22.704086
M8922,Disaster Assessment,36.2578,27.9595,Low,2.86,5.84,3.29,Multi-Spectral,159,2025-12-16 19:18:22.704181
M8923,Reconnaissance,37.7405,43.106,High,7.02,8.83,2.69,Thermal,87,2025-12-16 20:18:22.704275
M8924,Reconnaissance,39.927,31.8277,Low,2.87,6.88,5.6,Thermal,113,2025-12-17 10:18:22.704369
M8925,Search and Rescue,40.008,36.8342,Medium,5.45,2.58,8.35,HD Camera,155,2025-12-16 20:18:22.704465
M8926,Disaster Assessment,40.3714,39.3302,High,7.39,1.45,3.53,Thermal,133,2025-12-17 06:18:22.704625
M8927,Disaster Assessment,37.9328,33.3686,Medium,4.88,2.17,9.47,Multi-Spectral,171,2025-12-16 19:18:22.704722
M8928,Surveillance,41.6592,27.9211,High,6.81,8.36,1.54,Thermal,99,2025-12-17 09:18:22.704818
M8929,Border Patrol,36.9738,35.5144,Low,3.43,8.39,7.76,HD Camera,50,2025-12-17 06:18:22.704913
M8930,Disaster Assessment,39.8965,39.3306,Medium,5.22,7.66,0.2,HD Camera,132,2025-12-16 21:18:22.705015
M8931,Disaster Assessment,39.4405,37.1368,High,7.01,4.28,0.69,Multi-Spectral,61,2025-12-16 23:18:22.705115
M8932,Disaster Assessment,39.8425,36.9536,Low,2.91,3.97,1.8,Thermal,61,2025-12-17 10:18:22.705211
M8933,Border Patrol,39.0606,35.4315,High,6.53,7.69,0.96,Multi-Spectral,45,2025-12-17 03:18:22.705326
M8934,Disaster Assessment,38.3457,37.253,High,7.28,3.61,4.71,HD Camera,146,2025-12-17 09:18:22.705426
M8935,Reconnaissance,39.7393,40.6804,High,7.41,9.44,3.02,HD Camera,102,2025-12-17 10:18:22.705592
M8936,Disaster Assessment,36.2176,32.2312,High,6.61,5.43,8.27,Thermal,32,2025-12-17 06:18:22.705719
M8937,Surveillance,39.9521,39.1571,High,7.32,1.44,0.18,Thermal,56,2025-12-17 01:18:22.705812
M8938,Search and Rescue,41.8527,31.3543,Critical,10.45,8.62,3.33,Thermal,151,2025-12-17 09:18:22.705916
M8939,Border Patrol,38.798,39.2204,High,6.92,7.2,3.7,Multi-Spectral,160,2025-12-16 20:18:22.706011
M8940,Disaster Assessment,37.332,36.6414,Medium,4.97,8.01,9.36,Thermal,62,2025-12-17 00:18:22.706105
M8941,Surveillance,39.475,38.8177,High,6.74,7.09,6.28,Multi-Spectral,114,2025-12-16 22:18:22.706206
M8942,Surveillance,41.552,30.4918,Medium,4.85,4.91,2.33,Night Vision,91,2025-12-16 21:18:22.706299
M8943,Disaster Assessment,41.7204,37.665,Critical,10.22,1.98,1.94,Night Vision,114,2025-12-16 22:18:22.706393
